name,category,neighborhood,address,phone,lat,lng,tier,product_tags,recognition,what_to_order,price_range,reservation,best_time,notes,verdict,caveat,best_night,hot_this_month,source_tier,maps,still_open,last_verified,geo_precision
Rüya İstanbul,Opening,"Çırağan Palace Kempinski, Beşiktaş","Çırağan Palace Kempinski, Çırağan Cad. No:32, 34349 Beşiktaş, İstanbul",+90 212 326 46 20,41.03627,29.093512,several,Modern Anatolian|Grand hotel,,Leaf-cut döner|Simit & Caviar|Rüya-style mantı|24-hour braised beef rib with mushroom keşkek|Whole grilled lobster with erişte,"Sunday brunch 6,500 TL per person with soft drinks; 7,700 TL with wine, beer and cocktails, VAT included (2026)",Book through the hotel's CheckandPlace listing or +90 212 326 46 20. Sunday brunch goes first.,Sunday 12:30–16:00,Sharing plates in the Çırağan Palace Kempinski. It revived the long-missed Sunday brunch tradition.,"Eight months old, and honest about what it is: an international sharing-plates brand parked in the best-sited hotel on the Bosphorus. The draw is the Sunday brunch, which revives the Çırağan tradition — open buffet, live chef stations, a separate dessert room, 12:30 to 16:00 — at 6,500 TL a head with soft drinks or 7,700 TL with wine, beer and cocktails, VAT included. It carries no MICHELIN mark, and it opened only days before the Türkiye 2026 selection was announced on 4 December 2025, far too late to have been assessed. Read the absence as timing rather than judgement, for now.","TWO CORRECTIONS. This guide previously pinned it at 41.03627 / 29.093512 — roughly 7 km away, on the Asian shore near Kandilli. And it carried an April 2026 opening, which was in fact the publication date of a design-press write-up: Turkish coverage had the room open by 2 December 2025 and Kempinski announced the opening itself that month. No coordinate is given here now, because the only figure we could source is Wikipedia's arcminute-rounded point for the palace, which is not a street-level geocode and this guide pins only those. The address and phone are verified against the hotel. No chef is named by the hotel or in any release between December 2025 and June 2026. Closed Mondays except for breakfast, and brunch at 6,500–7,700 TL is a special-occasion outlay that books out first; under-5s eat free, 6 to 11 at half price.","Sunday, for the brunch",2026 wave,reported,https://www.google.com/maps/search/?api=1&query=R%C3%BCya+%C4%B0stanbul+Istanbul,confirmed,2026-08-15,venue
Burger and Lobster,Opening,The Ritz-Carlton Istanbul,,,,,several,Pop-up,,Whole lobster|The burger|Lobster roll,"Unpublished for Istanbul. The 1,200 TL lobster-burger figure in Turkish headlines is not an operator price.",,,,"CORRECTION — this entry was wrong on both its location and its dates. It was listed here as a pop-up inside The Ritz-Carlton Istanbul running to the end of August 2026. The Ritz-Carlton's own dining page lists six outlets — Nobu Istanbul, Nobu Istanbul Bar, The Roof, Atölye, Bleu Lounge and Limoré — and Burger & Lobster is not among them. What is real is a permanent restaurant at Zorlu Center in Beşiktaş, in the unit that was Zanzibar, reported across the Turkish press from June 2026 as preparing to open. As of 15 August 2026 it had not opened. Do not send anyone.",RUNS ONLY TO THE END OF AUGUST 2026 · stated to run only to the end of August 2026 Not re-confirmed as trading when we checked on 2026-08-15 — call ahead before you cross the city for it.,,Last weeks — closes end of August,reported,https://www.google.com/maps/search/?api=1&query=Burger+and+Lobster+Istanbul,unverified,2026-08-15,none
Vefa Bozacısı,Institution,Vefa,"Molla Hüsrev Mah., Vefa Cad. No:66, 34134 Fatih, İstanbul",+90 212 519 49 22,41.015324,28.958419,several,Boza|Since 1876,,Boza with cinnamon and roasted chickpeas,Cheap — a glass costs a fraction of a coffee; no price is published,None — walk up to the counter,A winter evening,Selling boza since 1876.,"The point of going is the room, unchanged",own site vefa.com.tr active,,,reported,https://www.google.com/maps/search/?api=1&query=Vefa+Bozac%C4%B1s%C4%B1+Istanbul,confirmed,2026-08-15,venue
WAYANA Wine Bar & Tapas,Natural wine,Kadıköy,"Ferit Tek Sok. 60/B, Moda, Kadıköy, İstanbul",+90 216 550 22 07,40.980199,29.023997,berth_top,Natural wine|Turkish indigenous grapes,,A flight of rare native grapes,NATURAL,,16:00–00:00,500+ labels served entirely by the glass. As of July 2026: 143 Turkish wineries and 90 endemic grape varieties. Own site wayanatapas.com.,Go here first; it will reorganise what you think Turkish wine is,Listed on Star Wine List; own site live,Tue,,reported,https://www.google.com/maps/search/?api=1&query=WAYANA+Wine+Bar+%26+Tapas+Istanbul,confirmed,2026-08-11,venue
Bağ Pera,Natural wine,Asmalımescit,,,41.027517,28.974427,several,Wine bar|Tapas,,,85 GROWERS,,Lunch Mon–Sat 12:00–14:45 · dinner daily 17:30–00:00,"Excellent small Turkish producers, plus tastings and workshops.",,Not re-confirmed as trading when we checked on 2026-08-15 — call ahead.,Thu,Opened in the current wave,reported,https://www.google.com/maps/search/?api=1&query=Ba%C4%9F+Pera+Istanbul,unverified,2026-08-11,venue
Montag,,Istanbul,"Caferağa, Muvakkıthane Cd. No:16/A Kat:1, 34710 Kadıköy, İstanbul",,40.98478,29.025796,several,Specialty coffee|Roaster,,,,,,Roasting its own since 2016; the pioneer most of the scene credits.,,Hours current on multiple 2026 listings,,,reported,https://www.google.com/maps/search/?api=1&query=Montag+Istanbul,confirmed,2026-08-11,venue
Federal Galata,Coffee,Galata — near the Kamondo stairs,,,41.026294,28.973672,several,Specialty coffee,,,2016 · Şahkulu,,Morning,"Est. 2016, up the hill from the Kamondo stairs. Australian-café register and a proper flat white.",,Not re-confirmed as trading when we checked on 2026-08-15 — call ahead.,,,reported,https://www.google.com/maps/search/?api=1&query=Federal+Galata+Istanbul,unverified,2026-08-11,venue
Coffee Manifesto,,"Yeldeğirmeni, Kadıköy",,,40.989201,29.02417,several,Specialty coffee,,,,,,Run with world-ranked barista Koray Erdoğdu.,,Not re-confirmed as trading when we checked on 2026-08-15 — call ahead.,,,reported,https://www.google.com/maps/search/?api=1&query=Coffee+Manifesto+Istanbul,unverified,2026-08-11,venue
Arkaoda,Listening,Kadıköy,"Kadife Sok. No:18 D:1, Caferağa, Kadıköy, İstanbul",,40.98659,29.026539,berth_top,Listening bar|Turkish psych|Garden,,,SINCE 1999,,Mon–Sun 12:00–02:00,"Anchor since 1999. Selectors move between Turkish psych, jazz and electronic. Functionally a collective as much as a bar.",,open Mon–Sun 12:00–02:00 per a July 2026 listing; Kadife Sok. No:18 D:1,Tue,,reported,https://www.google.com/maps/search/?api=1&query=Arkaoda+Istanbul,confirmed,2026-08-11,venue
Karga,Listening,Kadıköy,,,40.986644,29.026584,several,Vinyl sessions,,,SINCE 1996,,,Vinyl-led sessions in the upstairs rooms.,,⚠ the venue's own Facebook page shows 'Closing Soon' — CHECK BEFORE SENDING ANYONE,Tue,,reported,https://www.google.com/maps/search/?api=1&query=Karga+Istanbul,closing_soon,2026-08-11,venue
June,Listening,Teşvikiye,"Teşvikiye, Ahmet Fetgeri Sok. No:31, Şişli, İstanbul",,41.16961,28.990789,several,Listening bar,,,NEW THIS YEAR,,,"A neighbourhood bar that is also a listening bar — vinyl through good equipment, dancing later.",,Not re-confirmed as trading when we checked on 2026-08-15 — call ahead.,Tue,New in the current wave,reported,https://www.google.com/maps/search/?api=1&query=June+Istanbul,unverified,2026-08-11,venue
Şahika,Club,Beyoğlu,,,41.0348,28.977639,several,Techno|Jungle|Footwork|Queer-friendly|Rooftop,,,QUEER-FRIENDLY,,Late,Multi-level with a rooftop terrace; the experimental end of the programming.,,"Active club listing on Resident Advisor; roof bar hosting music, exhibitions, talks",Fri,,reported,https://www.google.com/maps/search/?api=1&query=%C5%9Eahika+Istanbul,confirmed,2026-08-11,venue
Ritim Istanbul,Club,Kadıköy,,,40.921866,29.158616,several,Reggaeton|Pop|Hip-hop|Electronic,,,CLUB,,,"Multi-floor, broader and more international.",,Not re-confirmed as trading when we checked on 2026-08-15 — call ahead.,Sat,,reported,https://www.google.com/maps/search/?api=1&query=Ritim+Istanbul+Istanbul,unverified,2026-08-15,venue
Kuzguncuk,Walk,Asian shore,,,41.03216,29.036026,berth_top,Wooden houses|Mosque + synagogue + church,,,late afternoon · İcadiye Cad.,,Late afternoon,,"The single loveliest street in Istanbul, and the physical proof of the city this guide describes","A neighbourhood, not a venue",Sun,,reported,https://www.google.com/maps/search/?api=1&query=Kuzguncuk+Istanbul,unverified,2026-08-11,venue
Arnavutköy to Bebek,Walk,European shore,,,41.077183,29.043259,several,Yalı|3 km waterside walk,,,~1.5 km each way · late afternoon,,Late afternoon,,The best hour on the European shore,"A walking route, not a venue",,,reported,https://www.google.com/maps/search/?api=1&query=Arnavutk%C3%B6y+to+Bebek+Istanbul,unverified,2026-08-11,venue
"Büyükada, Princes' Islands",,Sea of Marmara,,,40.856355,29.119037,berth_top,No cars|Wooden houses|Monastery of St George,,,,,,"About 5 × 1 km. Roughly 90 minutes by ferry from the European piers, 45 from the Asian side.",,"An island, not a venue",,,reported,https://www.google.com/maps/search/?api=1&query=B%C3%BCy%C3%BCkada%2C+Princes%27+Islands+Istanbul,unverified,2026-08-11,venue
Kadıköy,Walk,Asian side,,,40.991295,29.024563,berth_top,Market streets|Barlar Sokağı|Moda|Yeldeğirmeni,,,Sat market · Kadife Sokak,,"Market by day, bars by night",,The centre of gravity of everything good happening in Istanbul now,"A district, not a venue",Sat,,reported,https://www.google.com/maps/search/?api=1&query=Kad%C4%B1k%C3%B6y+Istanbul,unverified,2026-08-11,venue
Nardis Jazz Club,Jazz,Galata — at the foot of the tower,"Kuledibi Sok., Galata, Beyoğlu, İstanbul",,41.025442,28.974186,berth_top,Jazz|Live nearly every night|120 seats,,,JAZZ,Recommended,Weekdays 21:30–00:30 · weekends 22:30–01:30,"Roughly 120 seats at the foot of the Galata Tower, live jazz from local and international acts practically every night. Programming already listed into 2026–27.","THE jazz room in Istanbul, and the reason Wednesday is on the week grid",,Wed,,reported,https://www.google.com/maps/search/?api=1&query=Nardis+Jazz+Club+Istanbul,confirmed,2026-08-11,venue
Namlı Gurme,provisioning,"Karaköy, Beyoğlu — two minutes off the waterfront","Kemankeş Mahallesi, Mumhane Caddesi, Atilla İş Hanı No: 6/A, Karaköy, Beyoğlu",,,,several,Provisioning,,,DELI,,,"This is the single most efficient provisioning stop on the European side, and its own shop publishes the numbers, VAT included: çemeni sıyrılmış pastırma, the fenugreek crust scraped back, ₺5,400/kg; an 850 g kangal sucuk made from 100% beef in the house's own workshop, ₺1,836; Gelibolu eski kaşar ₺1,690/kg and Kars Göle eski kaşar ₺1,080/kg; Erzincan tulum ₺1,180/kg, Van otlu peynir ₺1,490/kg, Ezine beyaz peynir ₺598 a block, Balıkesir buffalo butter ₺576 for 450 g. On the dry side: kuru sele olives ₺780/kg, Ayvalık kırma yeşil ₺590/kg, a litre of Makaron olive oil ₺1,080, 330 g of tahin ₺240, Elazığ mulberry pekmez ₺350 and nar ekşisi ₺350 for 350 ml. Honey is the outlier — Hakkari karakovan comb honey ₺4,200 — and these are the online-store figures checked in August 2026, so the counter can differ. The hours are the real advantage: Monday to Sunday, 07:00 to 22:00.",,,,,reported,https://www.google.com/maps/search/?api=1&query=Naml%C4%B1%20Gurme%20Istanbul,confirmed,2026-08-15,none
Kurukahveci Mehmet Efendi,provisioning,"Eminönü, Fatih — at the corner of the Spice Bazaar","Tahmis Sokağı 66, Eminönü 34116, İstanbul (branch: Söğütlüçeşme Caddesi 12, Kadıköy 34714)",,,,several,Provisioning,,,COFFEE,,,"The house is in its 155th year — its own site runs the anniversary as ""155. YIL"" and its official channel carries the founding date in the handle — and it is still at Tahmis Sokağı 66, in the purpose-built block the company credits to the architect Zühtü Başar. There are only three shops in the whole city, all confirmed on the company's own contact pages: the Eminönü merkez, a Sirkeci branch, and Kadıköy at Osmanağa Mahallesi, Söğütlüçeşme Caddesi 12 — anything sold as Mehmet Efendi anywhere else is retail packaging, not the counter grind. The queue is long, moves fast, and almost everyone in it buys the same thing: Türk kahvesi ground to order and handed over still warm. The company does not publish shop hours on its own site, which is worth knowing before you cross the Golden Horn for it.",,,,,reported,https://www.google.com/maps/search/?api=1&query=Kurukahveci%20Mehmet%20Efendi%20Istanbul,confirmed,2026-08-15,none
Karaköy Güllüoğlu,street-food,"Karaköy, Beyoğlu","Kemankeş Karamustafa Paşa Mah., Kemankeş Cad. No:67, 34425 Karaköy — Beyoğlu",,,,several,Provisioning,,,BAKLAVA,,,"The dynasty's origin is documented outside the family's own marketing: baklava was introduced to Gaziantep in 1871 by Çelebi Güllü, who had learned the recipe from a Syrian chef in Damascus. The city's version was registered as a Turkish geographical indication in 2008 and became Antep Baklavası, a Protected Geographical Indication under the European Commission, in 2013 — the first Turkish product to receive one. This house dates itself to 1843 and puts Nadir Güllü at the counter as ""the fifth generation representative of a family that has been making baklava since 1843,"" trained by his father and master Hacı Mustafa Güllü. The decisive fact is the smallest one: their contact page lists a single shop, Kemankeş Caddesi 67, and OpenStreetMap records the same telephone the house publishes, +90 850 308 45 45, against hours running to one in the morning.",,,,,reported,https://www.google.com/maps/search/?api=1&query=Karak%C3%B6y%20G%C3%BCll%C3%BCo%C4%9Flu%20Istanbul,confirmed,2026-08-15,none
